teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
23,0.502369,0,
25,0.518815,0,
23,0.531287,0.003295,
23,0.520683,0.003295,
24,0.544811,0.004942,
25,0.532387,0.001647,
22,0.523001,0.00659,
23,0.564452,0,
24,0.522145,0.003295,
23,0.522011,0.003295,
,,,
23.5,0.5281961,0.0026359,Mean
0.921954446,0.01590916,0.002109798,Std
22,0.502369,0,Min
25,0.564452,0.00659,Max
