teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
24,0.183696,0.02,
24,0.170007,0.04,
23,0.159958,0.03,
24,0.173445,0.02,
23,0.166945,0.035,
22,0.168483,0.03,
24,0.168949,0.035,
23,0.162608,0.055,
23,0.176208,0.02,
25,0.188755,0.03,
,,,
23.5,0.1719054,0.0315,Mean
0.806225775,0.008495026,0.010259142,Std
22,0.159958,0.02,Min
25,0.188755,0.055,Max
