teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
11,0.021601,0.1,
10,0.019883,0.066667,
10,0.018915,0.066667,
10,0.023503,0.1,
12,0.023569,0.1,
10,0.02012,0.1,
9,0.022051,0.1,
10,0.021799,0.1,
10,0.020638,0.1,
12,0.020931,0.1,
,,,
10.4,0.021301,0.0933334,Mean
0.916515139,0.001434158,0.0133332,Std
9,0.018915,0.066667,Min
12,0.023569,0.1,Max
