teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
5,0.018525,0.02,
5,0.018672,0.02,
5,0.019378,0.02,
5,0.018734,0,
5,0.018189,0.06,
5,0.019787,0,
5,0.017923,0.02,
5,0.02648,0,
5,0.023918,0.02,
5,0.019833,0,
,,,
5,0.0201439,0.016,Mean
0,0.002659508,0.017435596,Std
5,0.017923,0,Min
5,0.02648,0.06,Max
