teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error
11.000000, 0.067266, 0.000000
11.000000, 0.066736, 0.000000
10.000000, 0.065162, 0.000000
11.000000, 0.065254, 0.000000
11.000000, 0.065579, 0.000000
10.000000, 0.066533, 0.030000
10.000000, 0.064843, 0.000000
10.000000, 0.065713, 0.030000
11.000000, 0.072319, 0.010000
12.000000, 0.066135, 0.000000
