Kernel = RBF, decision = ovo ,
Training time, Testing error,
0.001134,0,
0.001188,0.027778,
0.001149,0,
0.000794,0.055556,
0.001184,0,
0.0012,0,
0.000813,0,
0.001213,0,
0.000803,0.027778,
0.001232,0.027778,
,,
0.001071,0.013889,Mean
0.0001773,0.018634049,Std
0.000794,0,Min
0.001232,0.055556,Max
