Kernel = RBF, decision = ovo ,
Training time, Testing error,
0.001474,0.418605,
0.002178,0.465116,
0.002259,0.44186,
0.002249,0.511628,
0.002252,0.55814,
0.002104,0.55814,
0.001467,0.604651,
0.001525,0.55814,
0.002245,0.488372,
0.002336,0.465116,
,,
0.0020089,0.5069768,Mean
0.000345486,0.057719552,Std
0.001467,0.418605,Min
0.002336,0.604651,Max
