Kernel = RBF, decision = ovo ,
Training time, Testing error,
0.000721,0.162791,
0.001065,0.139535,
0.000703,0.27907,
0.001061,0.162791,
0.000724,0.162791,
0.001057,0.116279,
0.001164,0.162791,
0.001038,0.186047,
0.000709,0.186047,
0.001109,0.209302,
,,
0.0009351,0.1767444,mean
0.000183358,0.041860478,Std
0.000703,0.116279,Min
0.001164,0.27907,Max
