Kernel = RBF, decision = ovo ,
Training time, Testing error,
0.066675,0.585859,
0.058801,0.569024,
0.065569,0.602694,
0.061931,0.599327,
0.065876,0.569024,
0.057116,0.572391,
0.05169,0.592593,
0.057142,0.572391,
0.055894,0.569024,
0.065611,0.558923,
,,
0.0606305,0.579125,Mean
0.004951486,0.014125358,Std
0.05169,0.558923,Min
0.066675,0.602694,Max
