Kernel = RBF, decision = ovo ,
Training time, Testing error,
0.004539,0.084507,
0.004107,0.126761,
0.004128,0.112676,
0.004386,0.014085,
0.003109,0.112676,
0.003035,0.239437,
0.003041,0.042254,
0.00432,0.140845,
0.004453,0.15493,
0.003334,0.042254,
,,
0.0038452,0.1070425,Mean
0.000601969,0.062418316,Std
0.003035,0.014085,Min
0.004539,0.239437,Max
