Kernel = RBF, decision = ovo ,
Training time, Testing error,
0.000463,0.033333,
0.000626,0,
0.000474,0,
0.000475,0.033333,
0.000456,0.066667,
0.000712,0.066667,
0.000451,0.066667,
0.000668,0.033333,
0.000461,0.033333,
0.00065,0.1,
,,
0.0005436,0.0433333,Mean
0.00010053,0.030000122,Std
0.000451,0,Min
0.000712,0.1,Max
