Kernel = RBF, decision = ovo ,
Training time, Testing error,
0.060059,0.133443,
0.066635,0.121911,
0.051073,0.121911,
0.056826,0.130148,
0.059993,0.163097,
0.055701,0.130148,
0.067348,0.140033,
0.063185,0.121911,
0.05214,0.123558,
0.06125,0.151565,
,,
0.059421,0.1337725,Mean
0.005257383,0.013298486,Std
0.051073,0.121911,Min
0.067348,0.163097,Max
