Training time, Testing error,
0.00046,0,
0.000724,0,
0.000734,0,
0.000731,0,
0.000767,0,
0.000748,0,
0.000846,0,
0.000824,0,
0.000691,0,
0.000481,0,
,,
0.0007006,0,Mean
0.000123214,0,Std
0.00046,0,Min
0.000846,0,Max
