Training time, Testing error,
0.00087,0.04,
0.000792,0,
0.000653,0,
0.000568,0,
0.000812,0,
0.00086,0,
0.00083,0,
0.000823,0.02,
0.000559,0,
0.000922,0,
,,
0.0007689,0.006,Mean
0.000122009,0.012806248,Std
0.000559,0,Min
0.000922,0.04,Max
