Training time, Testing error,
0.000479,0.185185,
0.000461,0.148148,
0.000458,0.148148,
0.000506,0.148148,
0.000455,0.12963,
0.000474,0.12963,
0.000454,0.111111,
0.000576,0.12963,
0.000448,0.166667,
0.00067,0.092593,
,,
0.0004981,0.138889,Mean
6.77664E-05,0.025187791,Std
0.000448,0.092593,Min
0.00067,0.185185,Max
