Training time, Testing error,
0.00049,0,
0.0005,0.055556,
0.000468,0.027778,
0.000557,0.055556,
0.000464,0.027778,
0.000502,0,
0.000492,0.027778,
0.00072,0,
0.00048,0.027778,
0.000493,0.055556,
,,
0.0005166,0.027778,Mean
7.19933E-05,0.021516746,Std
0.000464,0,Min
0.00072,0.055556,Max
