Training time, Testing error,
0.001641,0.888889,
0.001066,0.895623,
0.001073,0.909091,
0.001061,0.882155,
0.001056,0.922559,
0.001117,0.885522,
0.001048,0.892256,
0.001305,0.905724,
0.001048,0.915825,
0.001087,0.909091,
,,
0.0011502,0.9006735,Mean
0.000179085,0.012974969,Std
0.001048,0.882155,Min
0.001641,0.922559,Max
