Training time, Testing error,
0.000671,0.033333,
0.000685,0,
0.000763,0.033333,
0.000447,0.033333,
0.000454,0.066667,
0.000437,0.066667,
0.000462,0.1,
0.00059,0.033333,
0.000471,0.033333,
0.000457,0.1,
,,
0.0005437,0.0499999,Mean
0.000116046,0.030731941,Std
0.000437,0,Min
0.000763,0.1,Max
