Training time, Testing error,
0.001423,0.186147,
0.001385,0.192641,
0.001366,0.183983,
0.001356,0.188312,
0.001276,0.203463,
0.001296,0.21645,
0.002018,0.227273,
0.001423,0.17316,
0.001398,0.207792,
0.001635,0.192641,
,,
0.0014576,0.1971862,Mean
0.000208457,0.015561833,Std
0.001276,0.17316,Min
0.002018,0.227273,Max
