Training time, Testing error,
0.000811,0.01,
0.00081,0,
0.00081,0,
0.000806,0.02,
0.001359,0,
0.000804,0,
0.000835,0,
0.000816,0,
0.000837,0,
0.000877,0,
,,
0.0008765,0.003,Mean
0.000162207,0.006403124,Std
0.000804,0,Min
0.001359,0.02,Max
