teta_online = 0.1, teta_agglo = 0.400000 ,,
No hyperboxes, Training time, Testing error,
11,0.073207,0,
9,0.076644,0,
10,0.07632,0,
11,0.081371,0,
9,0.076555,0,
9,0.07227,0,
9,0.07517,0,
11,0.078625,0,
9,0.079108,0,
10,0.074169,0,
,,,
9.8,0.0763439,0,Mean
0.871779789,0.002660745,0,Std
9,0.07227,0,Min
11,0.081371,0,Max
