teta_online = 0.1, teta_agglo = 0.400000 ,,
No hyperboxes, Training time, Testing error,
898,1479.721477,0.077703,
809,1399.429496,0.076351,
849,1445.264623,0.075,
919,1526.391103,0.076351,
806,1387.270693,0.064189,
832,1418.566993,0.07027,
828,1435.242979,0.079054,
887,1482.368604,0.081081,
863,1467.052589,0.066216,
879,1437.723814,0.071622,
,,,
857,1447.903237,0.0737837,Mean
36.57868232,39.85573227,0.005266843,Std
806,1387.270693,0.064189,Min
919,1526.391103,0.081081,Max
