teta_online = 0.1, teta_agglo = 0.400000 ,,
No hyperboxes, Training time, Testing error,
756,769.284862,0.213,
745,746.241617,0.201,
761,766.874214,0.208,
769,729.548023,0.188,
748,703.660225,0.205,
771,725.596107,0.202,
750,707.816353,0.183,
731,777.367555,0.178,
750,794.153843,0.197,
752,767.618023,0.211,
,,,
753.3,748.8160822,0.1986,Mean
11.15392308,29.33660113,0.011359577,Std
731,703.660225,0.178,Min
771,794.153843,0.213,Max
