Hidden layer = (20, 10), max_iter = 500Training time, Testing error
1.1011,0.01,,
1.059794,0.015,,
1.097978,0.01,,
1.087406,0.02,,
1.080402,0.02,,
1.061172,0.01,,
1.1263,0.035,,
1.083049,0.02,,
0.027983,0.52,,
1.103067,0.015,,
,,,
0.9828251,0.0675,Mean,
0.318838742,0.151000828,Std,
0.027983,0.01,Min,
1.1263,0.52,Max,
