teta = 0.400000 
No hyperboxes, Training time, Testing error
40.000000, 0.310363, 0.000000
40.000000, 0.303371, 0.000000
40.000000, 0.260856, 0.000000
40.000000, 0.297678, 0.000000
40.000000, 0.247419, 0.000000
40.000000, 0.285329, 0.000000
40.000000, 0.238562, 0.000000
40.000000, 0.276718, 0.000000
40.000000, 0.266550, 0.000000
40.000000, 0.242190, 0.000000
