teta = 0.400000 
No hyperboxes, Training time, Testing error
342.000000, 29.461864, 0.043243
338.000000, 30.302691, 0.047297
345.000000, 29.882560, 0.050000
341.000000, 29.693971, 0.047297
343.000000, 30.085870, 0.045270
343.000000, 29.851211, 0.040541
347.000000, 29.868045, 0.043243
345.000000, 29.352734, 0.043919
342.000000, 30.185986, 0.043919
339.000000, 29.774392, 0.039189
