teta = 0.400000 
No hyperboxes, Training time, Testing error
16.000000, 0.110703, 0.085000
15.000000, 0.088538, 0.070000
16.000000, 0.079754, 0.055000
17.000000, 0.095154, 0.095000
17.000000, 0.081509, 0.030000
15.000000, 0.083736, 0.045000
16.000000, 0.086978, 0.080000
16.000000, 0.100820, 0.060000
16.000000, 0.088473, 0.045000
16.000000, 0.088413, 0.085000
