teta = 0.250000, simil_thres = 0.500000Training time, Testing error
8.680829,0.008658,
8.682209,0.015152,
8.894132,0.010823,
8.944272,0.012987,
8.727969,0.010823,
8.786881,0.002165,
8.745326,0.015152,
8.633548,0.010823,
8.607763,0.015152,
8.582847,0.006494,
,,
8.7285776,0.0108229,Mean
0.112652863,0.003991141,Std
8.582847,0.002165,Min
8.944272,0.015152,Max
