teta = 0.250000, simil_thres = 0.500000Training time, Testing error
2.774649,0.008772,
2.854467,0.008772,
2.842384,0.008772,
2.779635,0.008772,
2.771439,0.017544,
2.89534,0.008772,
2.754356,0.017544,
2.829895,0.008772,
2.816648,0.017544,
2.856801,0.026316,
,,
2.8175614,0.013158,Mean
0.043729255,0.005884436,Std
2.754356,0.008772,Min
2.89534,0.026316,Max
