teta = 0.250000, simil_thres = 0.500000Training time, Testing error
1.631355,0,
1.580767,0,
1.589355,0,
1.599387,0,
1.603741,0,
1.595872,0,
1.580235,0,
1.567453,0,
1.574031,0,
1.603248,0,
,,
1.5925444,0,Mean
0.017540846,0,Std
1.567453,0,Min
1.631355,0,Max
