teta = 0.250000, simil_thres = 0.500000Training time, Testing error
0.213435,0,
0.302255,0,
0.287257,0,
0.304143,0,
0.271111,0,
0.252213,0,
0.242927,0,
0.298315,0,
0.246763,0,
0.248003,0,
,,
0.2666422,0,Mean
0.029097953,0,Std
0.213435,0,Min
0.304143,0,Max
