teta = 0.250000, simil_thres = 0.500000Training time, Testing error
0.083691,0,
0.083139,0,
0.077773,0,
0.093909,0,
0.080998,0,
0.086701,0,
0.074846,0,
0.07366,0,
0.089791,0,
0.083364,0,
,,
0.0827872,0,Mean
0.006033661,0,Std
0.07366,0,Min
0.093909,0,Max
