teta = 0.250000, simil_thres = 0.500000Training time, Testing error
0.090753,0,
0.097271,0,
0.097486,0,
0.092697,0,
0.093425,0,
0.08981,0,
0.099765,0,
0.089132,0,
0.110017,0,
0.081717,0,
,,
0.0942073,0,Mean
0.007189565,0,Std
0.081717,0,Min
0.110017,0,Max
