teta = 0.250000, simil_thres = 0.500000Training time, Testing error
1.369973,0.028169,
1.404387,0.028169,
1.358513,0.042254,
1.42611,0.014085,
1.334816,0.014085,
1.331572,0.028169,
1.391055,0.014085,
1.393096,0.028169,
1.357286,0.014085,
1.387945,0.014085,
,,
1.3754753,0.0225355,Mean
0.028875583,0.00934248,Std
1.331572,0.014085,Min
1.42611,0.042254,Max
