teta = 0.250000, simil_thres = 0.500000Training time, Testing error
0.060464,0.033333,
0.059878,0,
0.045267,0,
0.042765,0.033333,
0.046865,0.033333,
0.055642,0.066667,
0.042823,0.033333,
0.045575,0.033333,
0.044537,0.033333,
0.043197,0.033333,
,,
0.0487013,0.0299998,Mean
0.006736661,0.017950574,Std
0.042765,0,Min
0.060464,0.066667,Max
