teta = 0.250000, simil_thres = 0.500000Training time, Testing error
0.167387,0,
0.159015,0.023256,
0.160266,0.023256,
0.136697,0,
0.160733,0.023256,
0.167455,0,
0.142175,0,
0.14039,0,
0.160078,0.023256,
0.142629,0,
,,
0.1536825,0.0093024,Mean
0.01122357,0.011393067,Std
0.136697,0,Min
0.167455,0.023256,Max
