teta = 0.250000, simil_thres = 0.500000Training time, Testing error
0.164289,0.093023,
0.188602,0.116279,
0.185808,0.069767,
0.182723,0.069767,
0.201022,0.046512,
0.190724,0.023256,
0.19442,0.139535,
0.200354,0.093023,
0.190171,0.069767,
0.200623,0.069767,
,,
0.1898736,0.0790696,Mean
0.010464251,0.031545693,Std
0.164289,0.023256,Min
0.201022,0.139535,Max
