Teta_start, No hyperboxes, Training time, Testing error
0.900000, 5.000000, 0.028311, 0.000000
0.800000, 5.000000, 0.034418, 0.000000
0.700000, 5.000000, 0.028015, 0.000000
0.600000, 5.000000, 0.031275, 0.000000
0.500000, 5.000000, 0.032549, 0.000000
0.400000, 5.000000, 0.027651, 0.000000
0.300000, 11.000000, 0.032600, 0.000000
0.200000, 22.000000, 0.043734, 0.000000
0.100000, 45.000000, 0.090286, 0.020000
