Teta_start, No hyperboxes, Training time, Testing error
0.900000, 12.000000, 0.144264, 0.055556
0.800000, 11.000000, 0.059033, 0.055556
0.700000, 14.000000, 0.098507, 0.027778
0.600000, 17.000000, 0.033280, 0.055556
0.500000, 22.000000, 0.042896, 0.027778
0.400000, 37.000000, 0.053615, 0.027778
0.300000, 62.000000, 0.067397, 0.000000
0.200000, 110.000000, 0.078998, 0.000000
0.100000, 141.000000, 0.072911, 0.000000
