Teta_start, No hyperboxes, Training time, Testing error
0.900000, 102.000000, 5.119177, 0.020000
0.800000, 91.000000, 4.638855, 0.020000
0.700000, 95.000000, 4.604942, 0.020000
0.600000, 87.000000, 4.229779, 0.010000
0.500000, 78.000000, 3.801875, 0.015000
0.400000, 95.000000, 4.072175, 0.030000
0.300000, 82.000000, 3.183613, 0.030000
0.200000, 82.000000, 2.739860, 0.005000
0.100000, 137.000000, 2.089316, 0.015000
