Teta_start, No hyperboxes, Training time, Testing error
0.900000, 2916.000000, 515.225265, 0.095946
0.800000, 2119.000000, 297.817103, 0.045946
0.700000, 2284.000000, 319.067497, 0.041216
0.600000, 2333.000000, 368.641081, 0.048649
0.500000, 2737.000000, 481.036854, 0.044595
0.400000, 3075.000000, 568.816553, 0.052703
0.300000, 2770.000000, 357.274176, 0.150000
0.200000, 2791.000000, 167.933255, 0.382432
0.100000, 5360.000000, 143.049972, 0.331081
