Teta_start, No hyperboxes, Training time, Testing error
0.900000, 77.000000, 5.056616, 0.015000
0.800000, 66.000000, 4.648747, 0.025000
0.700000, 57.000000, 4.158060, 0.020000
0.600000, 65.000000, 4.304623, 0.020000
0.500000, 74.000000, 4.114633, 0.020000
0.400000, 72.000000, 3.751594, 0.005000
0.300000, 45.000000, 2.737399, 0.020000
0.200000, 45.000000, 1.349772, 0.015000
0.100000, 70.000000, 0.293211, 0.000000
