Teta_start, No hyperboxes, Training time, Testing error
0.900000, 71.000000, 1.262104, 0.232558
0.800000, 51.000000, 0.789521, 0.418605
0.700000, 88.000000, 1.136702, 0.395349
0.600000, 55.000000, 0.794521, 0.348837
0.500000, 81.000000, 1.006614, 0.325581
0.400000, 53.000000, 0.438364, 0.232558
0.300000, 59.000000, 0.324864, 0.348837
0.200000, 56.000000, 0.110892, 0.348837
0.100000, 95.000000, 0.083348, 0.302326
