Teta_start, No hyperboxes, Training time, Testing error
0.900000, 113.000000, 3.373541, 0.053097
0.800000, 82.000000, 2.107013, 0.053097
0.700000, 95.000000, 2.219643, 0.053097
0.600000, 68.000000, 1.611819, 0.053097
0.500000, 76.000000, 1.410068, 0.061947
0.400000, 72.000000, 0.958312, 0.079646
0.300000, 84.000000, 0.412626, 0.070796
0.200000, 183.000000, 0.711145, 0.044248
0.100000, 404.000000, 0.701154, 0.053097
