Teta_start, No hyperboxes, Training time, Testing error
0.900000, 3615.000000, 593.686048, 0.170170
0.800000, 3633.000000, 580.493105, 0.184184
0.700000, 3576.000000, 574.709230, 0.163163
0.600000, 3558.000000, 584.064608, 0.166166
0.500000, 3534.000000, 519.530016, 0.172172
0.400000, 3320.000000, 392.168938, 0.157157
0.300000, 2457.000000, 176.110671, 0.180180
0.200000, 2467.000000, 52.880509, 0.222222
0.100000, 4000.000000, 41.853520, 0.249249
