Teta_start, No hyperboxes, Training time, Testing error
0.900000, 113.000000, 2.865865, 0.053097
0.800000, 82.000000, 1.669338, 0.053097
0.700000, 95.000000, 1.813932, 0.053097
0.600000, 68.000000, 1.215970, 0.053097
0.500000, 76.000000, 1.176048, 0.061947
0.400000, 72.000000, 0.782883, 0.079646
0.300000, 84.000000, 0.355355, 0.070796
0.200000, 183.000000, 0.574248, 0.044248
0.100000, 404.000000, 0.746941, 0.053097
