Teta_start, No hyperboxes, Training time, Testing error
0.900000, 77.000000, 4.357021, 0.015000
0.800000, 66.000000, 4.000677, 0.025000
0.700000, 57.000000, 3.396716, 0.020000
0.600000, 65.000000, 3.774652, 0.020000
0.500000, 74.000000, 3.611815, 0.020000
0.400000, 72.000000, 3.335294, 0.005000
0.300000, 45.000000, 2.330279, 0.020000
0.200000, 45.000000, 1.159922, 0.015000
0.100000, 70.000000, 0.243411, 0.000000
