Teta_start, No hyperboxes, Training time, Testing error
0.900000, 14.000000, 0.459424, 0.000000
0.800000, 19.000000, 0.529847, 0.000000
0.700000, 16.000000, 0.459788, 0.000000
0.600000, 13.000000, 0.414471, 0.000000
0.500000, 10.000000, 0.297768, 0.000000
0.400000, 11.000000, 0.271540, 0.000000
0.300000, 13.000000, 0.024171, 0.000000
0.200000, 15.000000, 0.023727, 0.000000
0.100000, 29.000000, 0.030790, 0.000000
