Teta_start, No hyperboxes, Training time, Testing error
0.900000, 61.000000, 0.106990, 0.148148
0.800000, 62.000000, 0.103313, 0.129630
0.700000, 64.000000, 0.102699, 0.148148
0.600000, 86.000000, 0.132980, 0.185185
0.500000, 94.000000, 0.134922, 0.203704
0.400000, 130.000000, 0.155600, 0.166667
0.300000, 176.000000, 0.160395, 0.203704
0.200000, 200.000000, 0.156144, 0.203704
0.100000, 212.000000, 0.148431, 0.203704
