Teta_start, No hyperboxes, Training time, Testing error
0.900000, 27.000000, 0.469234, 0.041126
0.800000, 27.000000, 0.678639, 0.032468
0.700000, 34.000000, 0.528612, 0.045455
0.600000, 41.000000, 0.614649, 0.036797
0.500000, 56.000000, 0.831272, 0.032468
0.400000, 96.000000, 1.388232, 0.043290
0.300000, 210.000000, 2.817761, 0.051948
0.200000, 344.000000, 4.455330, 0.047619
0.100000, 717.000000, 7.401162, 0.043290
