Teta_start, No hyperboxes, Training time, Testing error
0.900000, 61.000000, 0.114839, 0.148148
0.800000, 62.000000, 0.122985, 0.129630
0.700000, 64.000000, 0.111992, 0.148148
0.600000, 86.000000, 0.148092, 0.185185
0.500000, 94.000000, 0.150029, 0.203704
0.400000, 130.000000, 0.161006, 0.166667
0.300000, 176.000000, 0.157208, 0.203704
0.200000, 200.000000, 0.160228, 0.203704
0.100000, 212.000000, 0.125056, 0.203704
