Teta_start, No hyperboxes, Training time, Testing error
0.900000, 14.000000, 0.496538, 0.000000
0.800000, 19.000000, 0.614739, 0.000000
0.700000, 16.000000, 0.520250, 0.000000
0.600000, 13.000000, 0.493226, 0.000000
0.500000, 10.000000, 0.334558, 0.000000
0.400000, 11.000000, 0.292359, 0.000000
0.300000, 13.000000, 0.032364, 0.000000
0.200000, 15.000000, 0.027604, 0.000000
0.100000, 29.000000, 0.034748, 0.000000
