Teta_start, No hyperboxes, Training time, Testing error
0.900000, 3853.000000, 946.488741, 0.077703
0.800000, 3730.000000, 909.002638, 0.056081
0.700000, 3800.000000, 883.165224, 0.062838
0.600000, 3795.000000, 802.600351, 0.041892
0.500000, 3793.000000, 812.069808, 0.040541
0.400000, 3626.000000, 665.496575, 0.045270
0.300000, 2442.000000, 236.806028, 0.043919
0.200000, 3736.000000, 130.223592, 0.052703
0.100000, 5919.000000, 126.798103, 0.054730
