Teta_start, No hyperboxes, Training time, Testing error
0.900000, 71.000000, 1.084040, 0.232558
0.800000, 51.000000, 0.654243, 0.418605
0.700000, 88.000000, 0.921880, 0.395349
0.600000, 55.000000, 0.656899, 0.348837
0.500000, 81.000000, 0.863738, 0.325581
0.400000, 53.000000, 0.365796, 0.232558
0.300000, 59.000000, 0.279496, 0.348837
0.200000, 56.000000, 0.102930, 0.348837
0.100000, 95.000000, 0.086989, 0.302326
