Teta_start, No hyperboxes, Training time, Testing error
0.900000, 54.000000, 0.174539, 0.085714
0.800000, 66.000000, 0.185092, 0.128571
0.700000, 70.000000, 0.230092, 0.114286
0.600000, 76.000000, 0.225637, 0.114286
0.500000, 92.000000, 0.287690, 0.142857
0.400000, 117.000000, 0.329920, 0.128571
0.300000, 139.000000, 0.421520, 0.157143
0.200000, 170.000000, 0.396036, 0.114286
0.100000, 232.000000, 0.381496, 0.114286
