Teta_start, No hyperboxes, Training time, Testing error
0.900000, 2916.000000, 691.749277, 0.095946
0.800000, 2119.000000, 396.297509, 0.045946
0.700000, 2284.000000, 417.455038, 0.041216
0.600000, 2333.000000, 449.867303, 0.048649
0.500000, 2737.000000, 573.283859, 0.044595
0.400000, 3075.000000, 654.286784, 0.052703
0.300000, 2770.000000, 451.555752, 0.150000
0.200000, 2791.000000, 207.005834, 0.382432
0.100000, 5360.000000, 161.016384, 0.331081
