Teta_start, No hyperboxes, Training time, Testing error
0.900000, 46.000000, 11.930597, 0.003295
0.800000, 46.000000, 13.641785, 0.003295
0.700000, 46.000000, 9.521600, 0.003295
0.600000, 44.000000, 10.565496, 0.003295
0.500000, 45.000000, 11.905222, 0.003295
0.400000, 36.000000, 6.105699, 0.004942
0.300000, 35.000000, 5.843566, 0.003295
0.200000, 40.000000, 5.991984, 0.006590
0.100000, 92.000000, 5.895417, 0.001647
