Teta_start, No hyperboxes, Training time, Testing error
0.900000, 3853.000000, 721.613234, 0.077703
0.800000, 3730.000000, 670.943091, 0.056081
0.700000, 3800.000000, 663.709298, 0.062838
0.600000, 3795.000000, 634.315433, 0.041892
0.500000, 3793.000000, 654.462575, 0.040541
0.400000, 3626.000000, 548.029986, 0.045270
0.300000, 2442.000000, 186.512815, 0.043919
0.200000, 3736.000000, 117.480736, 0.052703
0.100000, 5919.000000, 132.743752, 0.054730
