Teta_start, No hyperboxes, Training time, Testing error
0.900000, 31.000000, 0.535429, 0.069767
0.800000, 35.000000, 0.568381, 0.046512
0.700000, 40.000000, 0.546852, 0.069767
0.600000, 25.000000, 0.292250, 0.069767
0.500000, 15.000000, 0.106719, 0.046512
0.400000, 24.000000, 0.277064, 0.093023
0.300000, 18.000000, 0.057889, 0.046512
0.200000, 31.000000, 0.039882, 0.093023
0.100000, 67.000000, 0.058181, 0.046512
