teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
41,0.035939,0.348837,
37,0.041551,0.372093,
38,0.040474,0.418605,
41,0.041793,0.465116,
41,0.040816,0.418605,
39,0.038268,0.44186,
40,0.036318,0.325581,
44,0.040149,0.44186,
38,0.038989,0.27907,
35,0.032872,0.325581,
,,,
39.4,0.0387169,0.3837208,Mean
2.416609195,0.00273768,0.059062403,Std
35,0.032872,0.27907,Min
44,0.041793,0.465116,Max
