teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
10,0.020432,0.02,
10,0.020949,0.02,
10,0.023408,0.02,
10,0.020118,0,
10,0.022053,0.06,
10,0.021442,0,
10,0.021378,0.02,
10,0.028441,0,
10,0.027754,0.02,
10,0.020253,0,
,,,
10,0.0226228,0.016,Mean
0,0.002890621,0.017435596,Std
10,0.020118,0,Min
10,0.028441,0.06,Max
