teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error
0.000000, 0.314426, 0.000000
0.000000, 0.309677, 0.000000
0.000000, 0.323245, 0.000000
0.000000, 0.328438, 0.000000
0.000000, 0.311191, 0.000000
0.000000, 0.308743, 0.000000
0.000000, 0.314716, 0.000000
0.000000, 0.314622, 0.000000
0.000000, 0.318114, 0.000000
0.000000, 0.323537, 0.000000
