teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
16,0.023691,0,
16,0.02485,0,
16,0.026046,0.020833,
16,0.026783,0.020833,
16,0.025625,0,
18,0.026427,0,
17,0.024972,0.020833,
15,0.022716,0.020833,
15,0.024429,0.041667,
16,0.024652,0,
,,,
16.1,0.0250191,0.0124999,Mean
0.830662386,0.001187311,0.01381926,Std
15,0.022716,0,Min
18,0.026783,0.041667,Max
