teta_online = teta_agglo = 0.400000, simil_thres = 0.500000, measure = short, online_training = 0.6 * fulldataset 
No hyperboxes, Training time, Testing error,
46,0.040256,0.027778,
47,0.049808,0.027778,
45,0.061938,0.083333,
47,0.049059,0.083333,
46,0.055141,0,
44,0.041366,0.027778,
47,0.051839,0.055556,
47,0.040785,0,
45,0.051544,0.055556,
47,0.060834,0.083333,
,,,
46.1,0.050257,0.0444445,Mean
1.044030651,0.0073943,0.030931895,Std
44,0.040256,0,Min
47,0.061938,0.083333,Max
